county	date	fips	new.cases
GREENLEE	2020-07-29	4011	0
LA PAZ	2020-03-26	4012	2
LA PAZ	2020-03-27	4012	0
LA PAZ	2020-03-28	4012	0
LA PAZ	2020-03-29	4012	0
LA PAZ	2020-03-30	4012	0
LA PAZ	2020-03-31	4012	0
LA PAZ	2020-04-01	4012	0
LA PAZ	2020-04-02	4012	0
LA PAZ	2020-04-03	4012	0
LA PAZ	2020-04-04	4012	0
LA PAZ	2020-04-05	4012	1
LA PAZ	2020-04-06	4012	0
LA PAZ	2020-04-07	4012	0
LA PAZ	2020-04-08	4012	0
LA PAZ	2020-04-09	4012	1
LA PAZ	2020-04-10	4012	0
LA PAZ	2020-04-11	4012	0
LA PAZ	2020-04-12	4012	0
LA PAZ	2020-04-13	4012	0
LA PAZ	2020-04-14	4012	0
LA PAZ	2020-04-15	4012	1
LA PAZ	2020-04-16	4012	0
LA PAZ	2020-04-17	4012	0
LA PAZ	2020-04-18	4012	0
LA PAZ	2020-04-19	4012	0
LA PAZ	2020-04-20	4012	0
LA PAZ	2020-04-21	4012	1
LA PAZ	2020-04-22	4012	0
LA PAZ	2020-04-23	4012	0
LA PAZ	2020-04-24	4012	2
LA PAZ	2020-04-25	4012	-1
LA PAZ	2020-04-26	4012	0
LA PAZ	2020-04-27	4012	0
LA PAZ	2020-04-28	4012	0
LA PAZ	2020-04-29	4012	1
LA PAZ	2020-04-30	4012	6
LA PAZ	2020-05-01	4012	1
LA PAZ	2020-05-02	4012	-1
LA PAZ	2020-05-03	4012	0
LA PAZ	2020-05-04	4012	0
LA PAZ	2020-05-05	4012	2
LA PAZ	2020-05-06	4012	2
LA PAZ	2020-05-07	4012	2
LA PAZ	2020-05-08	4012	2
LA PAZ	2020-05-09	4012	0
LA PAZ	2020-05-10	4012	1
LA PAZ	2020-05-11	4012	0
LA PAZ	2020-05-12	4012	-1
LA PAZ	2020-05-13	4012	3
LA PAZ	2020-05-14	4012	2
LA PAZ	2020-05-15	4012	9
LA PAZ	2020-05-16	4012	1
LA PAZ	2020-05-17	4012	1
LA PAZ	2020-05-18	4012	0
LA PAZ	2020-05-19	4012	0
LA PAZ	2020-05-20	4012	2
LA PAZ	2020-05-21	4012	5
LA PAZ	2020-05-22	4012	3
LA PAZ	2020-05-23	4012	1
LA PAZ	2020-05-24	4012	1
LA PAZ	2020-05-25	4012	1
LA PAZ	2020-05-26	4012	0
LA PAZ	2020-05-27	4012	3
LA PAZ	2020-05-28	4012	-1
LA PAZ	2020-05-29	4012	1
LA PAZ	2020-05-30	4012	16
LA PAZ	2020-05-31	4012	8
LA PAZ	2020-06-01	4012	1
LA PAZ	2020-06-02	4012	13
LA PAZ	2020-06-03	4012	-1
LA PAZ	2020-06-04	4012	19
LA PAZ	2020-06-05	4012	39
LA PAZ	2020-06-06	4012	9
LA PAZ	2020-06-07	4012	23
LA PAZ	2020-06-08	4012	2
LA PAZ	2020-06-09	4012	6
LA PAZ	2020-06-10	4012	16
LA PAZ	2020-06-11	4012	7
LA PAZ	2020-06-12	4012	5
LA PAZ	2020-06-13	4012	4
LA PAZ	2020-06-14	4012	0
LA PAZ	2020-06-15	4012	1
LA PAZ	2020-06-16	4012	16
LA PAZ	2020-06-17	4012	0
LA PAZ	2020-06-18	4012	7
LA PAZ	2020-06-19	4012	12
LA PAZ	2020-06-20	4012	11
LA PAZ	2020-06-21	4012	5
LA PAZ	2020-06-22	4012	6
LA PAZ	2020-06-23	4012	7
LA PAZ	2020-06-24	4012	3
LA PAZ	2020-06-25	4012	10
LA PAZ	2020-06-26	4012	10
LA PAZ	2020-06-27	4012	6
LA PAZ	2020-06-28	4012	13
LA PAZ	2020-06-29	4012	4
LA PAZ	2020-06-30	4012	10
LA PAZ	2020-07-01	4012	3
LA PAZ	2020-07-02	4012	1
LA PAZ	2020-07-03	4012	5
LA PAZ	2020-07-04	4012	6
LA PAZ	2020-07-05	4012	6
LA PAZ	2020-07-06	4012	8
LA PAZ	2020-07-07	4012	3
LA PAZ	2020-07-08	4012	7
LA PAZ	2020-07-09	4012	3
LA PAZ	2020-07-10	4012	10
LA PAZ	2020-07-11	4012	4
LA PAZ	2020-07-12	4012	9
LA PAZ	2020-07-13	4012	3
LA PAZ	2020-07-14	4012	2
LA PAZ	2020-07-15	4012	10
LA PAZ	2020-07-16	4012	0
LA PAZ	2020-07-17	4012	6
LA PAZ	2020-07-18	4012	6
LA PAZ	2020-07-19	4012	1
LA PAZ	2020-07-20	4012	0
LA PAZ	2020-07-21	4012	10
LA PAZ	2020-07-22	4012	0
LA PAZ	2020-07-23	4012	3
LA PAZ	2020-07-24	4012	9
LA PAZ	2020-07-25	4012	5
LA PAZ	2020-07-26	4012	1
LA PAZ	2020-07-27	4012	0
LA PAZ	2020-07-28	4012	3
LA PAZ	2020-07-29	4012	0
MARICOPA	2020-01-26	4013	1
MARICOPA	2020-01-27	4013	0
MARICOPA	2020-01-28	4013	0
MARICOPA	2020-01-29	4013	0
MARICOPA	2020-01-30	4013	0
MARICOPA	2020-01-31	4013	0
MARICOPA	2020-02-01	4013	0
MARICOPA	2020-02-02	4013	0
MARICOPA	2020-02-03	4013	0
MARICOPA	2020-02-04	4013	0
MARICOPA	2020-02-05	4013	0
MARICOPA	2020-02-06	4013	0
MARICOPA	2020-02-07	4013	0
MARICOPA	2020-02-08	4013	0
MARICOPA	2020-02-09	4013	0
MARICOPA	2020-02-10	4013	0
MARICOPA	2020-02-11	4013	0
MARICOPA	2020-02-12	4013	0
MARICOPA	2020-02-13	4013	0
MARICOPA	2020-02-14	4013	0
MARICOPA	2020-02-15	4013	0
MARICOPA	2020-02-16	4013	0
MARICOPA	2020-02-17	4013	0
MARICOPA	2020-02-18	4013	0
MARICOPA	2020-02-19	4013	0
MARICOPA	2020-02-20	4013	0
MARICOPA	2020-02-21	4013	0
MARICOPA	2020-02-22	4013	0
MARICOPA	2020-02-23	4013	0
MARICOPA	2020-02-24	4013	0
MARICOPA	2020-02-25	4013	0
MARICOPA	2020-02-26	4013	0
MARICOPA	2020-02-27	4013	0
MARICOPA	2020-02-28	4013	0
MARICOPA	2020-02-29	4013	0
MARICOPA	2020-03-01	4013	0
MARICOPA	2020-03-02	4013	0
MARICOPA	2020-03-03	4013	1
MARICOPA	2020-03-04	4013	0
MARICOPA	2020-03-05	4013	0
MARICOPA	2020-03-06	4013	0
MARICOPA	2020-03-07	4013	0
MARICOPA	2020-03-08	4013	0
MARICOPA	2020-03-09	4013	0
MARICOPA	2020-03-10	4013	0
MARICOPA	2020-03-11	4013	1
MARICOPA	2020-03-12	4013	0
MARICOPA	2020-03-13	4013	0
MARICOPA	2020-03-14	4013	1
MARICOPA	2020-03-15	4013	0
MARICOPA	2020-03-16	4013	4
MARICOPA	2020-03-17	4013	1
MARICOPA	2020-03-18	4013	2
MARICOPA	2020-03-19	4013	11
MARICOPA	2020-03-20	4013	12
MARICOPA	2020-03-21	4013	15
MARICOPA	2020-03-22	4013	32
MARICOPA	2020-03-23	4013	58
MARICOPA	2020-03-24	4013	60
MARICOPA	2020-03-25	4013	52
MARICOPA	2020-03-26	4013	48
MARICOPA	2020-03-27	4013	100
MARICOPA	2020-03-28	4013	55
MARICOPA	2020-03-29	4013	92
MARICOPA	2020-03-30	4013	144
MARICOPA	2020-03-31	4013	101
MARICOPA	2020-04-01	4013	80
MARICOPA	2020-04-02	4013	90
MARICOPA	2020-04-03	4013	88
MARICOPA	2020-04-04	4013	122
MARICOPA	2020-04-05	4013	155
MARICOPA	2020-04-06	4013	107
MARICOPA	2020-04-07	4013	62
MARICOPA	2020-04-08	4013	64
MARICOPA	2020-04-09	4013	130
MARICOPA	2020-04-10	4013	52
MARICOPA	2020-04-11	4013	150
MARICOPA	2020-04-12	4013	69
MARICOPA	2020-04-13	4013	60
MARICOPA	2020-04-14	4013	36
MARICOPA	2020-04-15	4013	90
MARICOPA	2020-04-16	4013	118
MARICOPA	2020-04-17	4013	140
MARICOPA	2020-04-18	4013	87
MARICOPA	2020-04-19	4013	98
MARICOPA	2020-04-20	4013	47
MARICOPA	2020-04-21	4013	102
MARICOPA	2020-04-22	4013	108
MARICOPA	2020-04-23	4013	124
MARICOPA	2020-04-24	4013	146
MARICOPA	2020-04-25	4013	118
MARICOPA	2020-04-26	4013	125
MARICOPA	2020-04-27	4013	98
MARICOPA	2020-04-28	4013	121
MARICOPA	2020-04-29	4013	145
MARICOPA	2020-04-30	4013	249
MARICOPA	2020-05-01	4013	184
MARICOPA	2020-05-02	4013	265
MARICOPA	2020-05-03	4013	164
MARICOPA	2020-05-04	4013	166
MARICOPA	2020-05-05	4013	178
MARICOPA	2020-05-06	4013	209
MARICOPA	2020-05-07	4013	58
MARICOPA	2020-05-08	4013	329
MARICOPA	2020-05-09	4013	254
MARICOPA	2020-05-10	4013	48
MARICOPA	2020-05-11	4013	161
MARICOPA	2020-05-12	4013	231
MARICOPA	2020-05-13	4013	122
MARICOPA	2020-05-14	4013	258
MARICOPA	2020-05-15	4013	222
MARICOPA	2020-05-16	4013	275
MARICOPA	2020-05-17	4013	144
MARICOPA	2020-05-18	4013	100
MARICOPA	2020-05-19	4013	142
MARICOPA	2020-05-20	4013	162
MARICOPA	2020-05-21	4013	191
MARICOPA	2020-05-22	4013	115
MARICOPA	2020-05-23	4013	227
MARICOPA	2020-05-24	4013	100
MARICOPA	2020-05-25	4013	102
MARICOPA	2020-05-26	4013	69
MARICOPA	2020-05-27	4013	179
MARICOPA	2020-05-28	4013	269
MARICOPA	2020-05-29	4013	216
MARICOPA	2020-05-30	4013	410
MARICOPA	2020-05-31	4013	293
MARICOPA	2020-06-01	4013	122
MARICOPA	2020-06-02	4013	599
MARICOPA	2020-06-03	4013	532
MARICOPA	2020-06-04	4013	161
MARICOPA	2020-06-05	4013	862
MARICOPA	2020-06-06	4013	670
MARICOPA	2020-06-07	4013	737
MARICOPA	2020-06-08	4013	505
MARICOPA	2020-06-09	4013	371
MARICOPA	2020-06-10	4013	908
MARICOPA	2020-06-11	4013	866
MARICOPA	2020-06-12	4013	875
MARICOPA	2020-06-13	4013	768
MARICOPA	2020-06-14	4013	901
MARICOPA	2020-06-15	4013	680
MARICOPA	2020-06-16	4013	1403
MARICOPA	2020-06-17	4013	1497
MARICOPA	2020-06-18	4013	1618
MARICOPA	2020-06-19	4013	2109
MARICOPA	2020-06-20	4013	2304
MARICOPA	2020-06-21	4013	1833
MARICOPA	2020-06-22	4013	1514
MARICOPA	2020-06-23	4013	2233
MARICOPA	2020-06-24	4013	1110
MARICOPA	2020-06-25	4013	2142
MARICOPA	2020-06-26	4013	2491
MARICOPA	2020-06-27	4013	2748
MARICOPA	2020-06-28	4013	2588
MARICOPA	2020-06-29	4013	216
MARICOPA	2020-06-30	4013	3532
MARICOPA	2020-07-01	4013	3556
MARICOPA	2020-07-02	4013	2491
MARICOPA	2020-07-03	4013	3172
MARICOPA	2020-07-04	4013	1900
MARICOPA	2020-07-05	4013	2467
MARICOPA	2020-07-06	4013	2619
MARICOPA	2020-07-07	4013	2628
MARICOPA	2020-07-08	4013	2585
MARICOPA	2020-07-09	4013	3037
MARICOPA	2020-07-10	4013	3163
MARICOPA	2020-07-11	4013	2153
MARICOPA	2020-07-12	4013	1665
MARICOPA	2020-07-13	4013	1070
MARICOPA	2020-07-14	4013	3017
MARICOPA	2020-07-15	4013	2250
MARICOPA	2020-07-16	4013	2471
MARICOPA	2020-07-17	4013	2909
MARICOPA	2020-07-18	4013	2007
MARICOPA	2020-07-19	4013	1601
MARICOPA	2020-07-20	4013	1240
MARICOPA	2020-07-21	4013	2277
MARICOPA	2020-07-22	4013	1555
MARICOPA	2020-07-23	4013	1704
MARICOPA	2020-07-24	4013	2366
MARICOPA	2020-07-25	4013	2678
MARICOPA	2020-07-26	4013	1386
MARICOPA	2020-07-27	4013	1311
MARICOPA	2020-07-28	4013	1458
MARICOPA	2020-07-29	4013	1702
MOHAVE	2020-03-26	4015	2
MOHAVE	2020-03-27	4015	2
MOHAVE	2020-03-28	4015	1
MOHAVE	2020-03-29	4015	1
MOHAVE	2020-03-30	4015	1
MOHAVE	2020-03-31	4015	0
MOHAVE	2020-04-01	4015	0
MOHAVE	2020-04-02	4015	1
MOHAVE	2020-04-03	4015	1
MOHAVE	2020-04-04	4015	3
MOHAVE	2020-04-05	4015	4
MOHAVE	2020-04-06	4015	5
MOHAVE	2020-04-07	4015	2
MOHAVE	2020-04-08	4015	0
MOHAVE	2020-04-09	4015	4
MOHAVE	2020-04-10	4015	1
MOHAVE	2020-04-11	4015	2
MOHAVE	2020-04-12	4015	0
MOHAVE	2020-04-13	4015	10
MOHAVE	2020-04-14	4015	5
MOHAVE	2020-04-15	4015	0
MOHAVE	2020-04-16	4015	6
MOHAVE	2020-04-17	4015	0
MOHAVE	2020-04-18	4015	1
MOHAVE	2020-04-19	4015	2
MOHAVE	2020-04-20	4015	2
MOHAVE	2020-04-21	4015	3
MOHAVE	2020-04-22	4015	3
MOHAVE	2020-04-23	4015	7
MOHAVE	2020-04-24	4015	4
MOHAVE	2020-04-25	4015	8
MOHAVE	2020-04-26	4015	7
MOHAVE	2020-04-27	4015	8
MOHAVE	2020-04-28	4015	3
MOHAVE	2020-04-29	4015	6
MOHAVE	2020-04-30	4015	12
MOHAVE	2020-05-01	4015	5
MOHAVE	2020-05-02	4015	5
MOHAVE	2020-05-03	4015	8
MOHAVE	2020-05-04	4015	6
MOHAVE	2020-05-05	4015	6
MOHAVE	2020-05-06	4015	3
MOHAVE	2020-05-07	4015	8
MOHAVE	2020-05-08	4015	13
MOHAVE	2020-05-09	4015	7
MOHAVE	2020-05-10	4015	15
MOHAVE	2020-05-11	4015	5
MOHAVE	2020-05-12	4015	9
MOHAVE	2020-05-13	4015	6
MOHAVE	2020-05-14	4015	7
MOHAVE	2020-05-15	4015	22
MOHAVE	2020-05-16	4015	8
MOHAVE	2020-05-17	4015	0
MOHAVE	2020-05-18	4015	1
MOHAVE	2020-05-19	4015	11
MOHAVE	2020-05-20	4015	5
MOHAVE	2020-05-21	4015	10
MOHAVE	2020-05-22	4015	11
MOHAVE	2020-05-23	4015	15
MOHAVE	2020-05-24	4015	1
MOHAVE	2020-05-25	4015	15
MOHAVE	2020-05-26	4015	10
MOHAVE	2020-05-27	4015	10
MOHAVE	2020-05-28	4015	11
MOHAVE	2020-05-29	4015	19
MOHAVE	2020-05-30	4015	14
MOHAVE	2020-05-31	4015	13
MOHAVE	2020-06-01	4015	7
MOHAVE	2020-06-02	4015	6
MOHAVE	2020-06-03	4015	13
MOHAVE	2020-06-04	4015	6
MOHAVE	2020-06-05	4015	19
MOHAVE	2020-06-06	4015	38
MOHAVE	2020-06-07	4015	15
MOHAVE	2020-06-08	4015	12
MOHAVE	2020-06-09	4015	1
MOHAVE	2020-06-10	4015	39
MOHAVE	2020-06-11	4015	11
MOHAVE	2020-06-12	4015	21
MOHAVE	2020-06-13	4015	2
MOHAVE	2020-06-14	4015	3
MOHAVE	2020-06-15	4015	29
MOHAVE	2020-06-16	4015	6
MOHAVE	2020-06-17	4015	12
MOHAVE	2020-06-18	4015	40
MOHAVE	2020-06-19	4015	10
MOHAVE	2020-06-20	4015	31
MOHAVE	2020-06-21	4015	4
MOHAVE	2020-06-22	4015	2
MOHAVE	2020-06-23	4015	90
MOHAVE	2020-06-24	4015	28
MOHAVE	2020-06-25	4015	40
MOHAVE	2020-06-26	4015	46
MOHAVE	2020-06-27	4015	35
MOHAVE	2020-06-28	4015	42
MOHAVE	2020-06-29	4015	24
MOHAVE	2020-06-30	4015	43
MOHAVE	2020-07-01	4015	71
MOHAVE	2020-07-02	4015	106
MOHAVE	2020-07-03	4015	94
MOHAVE	2020-07-04	4015	16
MOHAVE	2020-07-05	4015	26
MOHAVE	2020-07-06	4015	52
MOHAVE	2020-07-07	4015	18
MOHAVE	2020-07-08	4015	119
MOHAVE	2020-07-09	4015	89
MOHAVE	2020-07-10	4015	68
MOHAVE	2020-07-11	4015	77
MOHAVE	2020-07-12	4015	18
MOHAVE	2020-07-13	4015	74
MOHAVE	2020-07-14	4015	48
MOHAVE	2020-07-15	4015	137
MOHAVE	2020-07-16	4015	85
MOHAVE	2020-07-17	4015	40
MOHAVE	2020-07-18	4015	41
MOHAVE	2020-07-19	4015	19
MOHAVE	2020-07-20	4015	105
MOHAVE	2020-07-21	4015	64
MOHAVE	2020-07-22	4015	62
MOHAVE	2020-07-23	4015	74
MOHAVE	2020-07-24	4015	89
MOHAVE	2020-07-25	4015	22
MOHAVE	2020-07-26	4015	30
MOHAVE	2020-07-27	4015	70
MOHAVE	2020-07-28	4015	34
MOHAVE	2020-07-29	4015	63
NAVAJO	2020-03-17	4017	1
NAVAJO	2020-03-18	4017	1
NAVAJO	2020-03-19	4017	1
NAVAJO	2020-03-20	4017	0
NAVAJO	2020-03-21	4017	7
NAVAJO	2020-03-22	4017	3
NAVAJO	2020-03-23	4017	12
NAVAJO	2020-03-24	4017	7
NAVAJO	2020-03-25	4017	5
NAVAJO	2020-03-26	4017	6
NAVAJO	2020-03-27	4017	6
NAVAJO	2020-03-28	4017	8
NAVAJO	2020-03-29	4017	5
NAVAJO	2020-03-30	4017	26
NAVAJO	2020-03-31	4017	3
NAVAJO	2020-04-01	4017	11
NAVAJO	2020-04-02	4017	27
NAVAJO	2020-04-03	4017	19
NAVAJO	2020-04-04	4017	29
NAVAJO	2020-04-05	4017	18
NAVAJO	2020-04-06	4017	15
NAVAJO	2020-04-07	4017	12
NAVAJO	2020-04-08	4017	18
NAVAJO	2020-04-09	4017	46
NAVAJO	2020-04-10	4017	1
NAVAJO	2020-04-11	4017	34
NAVAJO	2020-04-12	4017	14
NAVAJO	2020-04-13	4017	10
NAVAJO	2020-04-14	4017	10
NAVAJO	2020-04-15	4017	35
NAVAJO	2020-04-16	4017	20
NAVAJO	2020-04-17	4017	25
NAVAJO	2020-04-18	4017	17
NAVAJO	2020-04-19	4017	7
NAVAJO	2020-04-20	4017	14
NAVAJO	2020-04-21	4017	12
NAVAJO	2020-04-22	4017	42
NAVAJO	2020-04-23	4017	37
NAVAJO	2020-04-24	4017	19
NAVAJO	2020-04-25	4017	29
NAVAJO	2020-04-26	4017	13
NAVAJO	2020-04-27	4017	3
NAVAJO	2020-04-28	4017	37
NAVAJO	2020-04-29	4017	17
NAVAJO	2020-04-30	4017	30
NAVAJO	2020-05-01	4017	29
NAVAJO	2020-05-02	4017	25
NAVAJO	2020-05-03	4017	11
NAVAJO	2020-05-04	4017	23
NAVAJO	2020-05-05	4017	69
NAVAJO	2020-05-06	4017	23
NAVAJO	2020-05-07	4017	20
NAVAJO	2020-05-08	4017	33
NAVAJO	2020-05-09	4017	36
NAVAJO	2020-05-10	4017	2
NAVAJO	2020-05-11	4017	23
NAVAJO	2020-05-12	4017	11
NAVAJO	2020-05-13	4017	82
NAVAJO	2020-05-14	4017	51
NAVAJO	2020-05-15	4017	27
NAVAJO	2020-05-16	4017	61
NAVAJO	2020-05-17	4017	35
NAVAJO	2020-05-18	4017	12
NAVAJO	2020-05-19	4017	35
NAVAJO	2020-05-20	4017	41
NAVAJO	2020-05-21	4017	60
NAVAJO	2020-05-22	4017	49
NAVAJO	2020-05-23	4017	21
NAVAJO	2020-05-24	4017	32
NAVAJO	2020-05-25	4017	20
NAVAJO	2020-05-26	4017	7
NAVAJO	2020-05-27	4017	102
NAVAJO	2020-05-28	4017	26
NAVAJO	2020-05-29	4017	74
NAVAJO	2020-05-30	4017	81
NAVAJO	2020-05-31	4017	33
NAVAJO	2020-06-01	4017	7
NAVAJO	2020-06-02	4017	84
NAVAJO	2020-06-03	4017	37
NAVAJO	2020-06-04	4017	48
NAVAJO	2020-06-05	4017	62
NAVAJO	2020-06-06	4017	48
NAVAJO	2020-06-07	4017	46
NAVAJO	2020-06-08	4017	31
NAVAJO	2020-06-09	4017	24
NAVAJO	2020-06-10	4017	135
NAVAJO	2020-06-11	4017	95
NAVAJO	2020-06-12	4017	29
NAVAJO	2020-06-13	4017	78
NAVAJO	2020-06-14	4017	29
NAVAJO	2020-06-15	4017	17
NAVAJO	2020-06-16	4017	113
NAVAJO	2020-06-17	4017	22
NAVAJO	2020-06-18	4017	103
NAVAJO	2020-06-19	4017	54
NAVAJO	2020-06-20	4017	56
NAVAJO	2020-06-21	4017	25
NAVAJO	2020-06-22	4017	28
NAVAJO	2020-06-23	4017	129
NAVAJO	2020-06-24	4017	82
NAVAJO	2020-06-25	4017	63
NAVAJO	2020-06-26	4017	56
NAVAJO	2020-06-27	4017	30
NAVAJO	2020-06-28	4017	140
NAVAJO	2020-06-29	4017	33
NAVAJO	2020-06-30	4017	55
NAVAJO	2020-07-01	4017	78
NAVAJO	2020-07-02	4017	41
NAVAJO	2020-07-03	4017	73
NAVAJO	2020-07-04	4017	31
NAVAJO	2020-07-05	4017	35
NAVAJO	2020-07-06	4017	21
NAVAJO	2020-07-07	4017	111
NAVAJO	2020-07-08	4017	74
NAVAJO	2020-07-09	4017	61
NAVAJO	2020-07-10	4017	105
NAVAJO	2020-07-11	4017	24
NAVAJO	2020-07-12	4017	58
NAVAJO	2020-07-13	4017	18
NAVAJO	2020-07-14	4017	127
NAVAJO	2020-07-15	4017	47
NAVAJO	2020-07-16	4017	69
NAVAJO	2020-07-17	4017	71
NAVAJO	2020-07-18	4017	99
NAVAJO	2020-07-19	4017	33
NAVAJO	2020-07-20	4017	16
NAVAJO	2020-07-21	4017	60
NAVAJO	2020-07-22	4017	21
NAVAJO	2020-07-23	4017	94
NAVAJO	2020-07-24	4017	36
NAVAJO	2020-07-25	4017	21
NAVAJO	2020-07-26	4017	29
NAVAJO	2020-07-27	4017	1
NAVAJO	2020-07-28	4017	27
NAVAJO	2020-07-29	4017	24
PIMA	2020-03-09	4019	1
PIMA	2020-03-10	4019	0
PIMA	2020-03-11	4019	0
PIMA	2020-03-12	4019	0
PIMA	2020-03-13	4019	0
PIMA	2020-03-14	4019	1
PIMA	2020-03-15	4019	1
PIMA	2020-03-16	4019	1
PIMA	2020-03-17	4019	0
PIMA	2020-03-18	4019	1
PIMA	2020-03-19	4019	2
PIMA	2020-03-20	4019	1
PIMA	2020-03-21	4019	4
PIMA	2020-03-22	4019	5
PIMA	2020-03-23	4019	7
PIMA	2020-03-24	4019	18
PIMA	2020-03-25	4019	7
PIMA	2020-03-26	4019	26
PIMA	2020-03-27	4019	27
PIMA	2020-03-28	4019	18
PIMA	2020-03-29	4019	33
PIMA	2020-03-30	4019	34
PIMA	2020-03-31	4019	15
PIMA	2020-04-01	4019	15
PIMA	2020-04-02	4019	20
PIMA	2020-04-03	4019	43
PIMA	2020-04-04	4019	46
PIMA	2020-04-05	4019	46
PIMA	2020-04-06	4019	43
PIMA	2020-04-07	4019	0
PIMA	2020-04-08	4019	49
PIMA	2020-04-09	4019	48
PIMA	2020-04-10	4019	31
PIMA	2020-04-11	4019	48
PIMA	2020-04-12	4019	31
PIMA	2020-04-13	4019	46
PIMA	2020-04-14	4019	17
PIMA	2020-04-15	4019	15
PIMA	2020-04-16	4019	60
PIMA	2020-04-17	4019	59
PIMA	2020-04-18	4019	37
PIMA	2020-04-19	4019	57
PIMA	2020-04-20	4019	28
PIMA	2020-04-21	4019	22
PIMA	2020-04-22	4019	10
PIMA	2020-04-23	4019	53
PIMA	2020-04-24	4019	34
PIMA	2020-04-25	4019	30
PIMA	2020-04-26	4019	46
PIMA	2020-04-27	4019	28
PIMA	2020-04-28	4019	24
PIMA	2020-04-29	4019	27
PIMA	2020-04-30	4019	26
PIMA	2020-05-01	4019	26
PIMA	2020-05-02	4019	33
PIMA	2020-05-03	4019	26
PIMA	2020-05-04	4019	20
PIMA	2020-05-05	4019	33
PIMA	2020-05-06	4019	46
PIMA	2020-05-07	4019	40
PIMA	2020-05-08	4019	55
PIMA	2020-05-09	4019	34
PIMA	2020-05-10	4019	31
PIMA	2020-05-11	4019	17
PIMA	2020-05-12	4019	21
PIMA	2020-05-13	4019	38
PIMA	2020-05-14	4019	35
PIMA	2020-05-15	4019	54
PIMA	2020-05-16	4019	31
PIMA	2020-05-17	4019	33
PIMA	2020-05-18	4019	11
PIMA	2020-05-19	4019	63
PIMA	2020-05-20	4019	15
PIMA	2020-05-21	4019	41
PIMA	2020-05-22	4019	30
PIMA	2020-05-23	4019	28
PIMA	2020-05-24	4019	25
PIMA	2020-05-25	4019	19
PIMA	2020-05-26	4019	29
PIMA	2020-05-27	4019	44
PIMA	2020-05-28	4019	48
PIMA	2020-05-29	4019	67
PIMA	2020-05-30	4019	56
PIMA	2020-05-31	4019	78
PIMA	2020-06-01	4019	14
PIMA	2020-06-02	4019	114
PIMA	2020-06-03	4019	131
PIMA	2020-06-04	4019	42
PIMA	2020-06-05	4019	214
PIMA	2020-06-06	4019	67
PIMA	2020-06-07	4019	148
PIMA	2020-06-08	4019	56
PIMA	2020-06-09	4019	7
PIMA	2020-06-10	4019	189
PIMA	2020-06-11	4019	133
PIMA	2020-06-12	4019	145
PIMA	2020-06-13	4019	261
PIMA	2020-06-14	4019	21
PIMA	2020-06-15	4019	34
PIMA	2020-06-16	4019	385
PIMA	2020-06-17	4019	56
PIMA	2020-06-18	4019	297
PIMA	2020-06-19	4019	337
PIMA	2020-06-20	4019	294
PIMA	2020-06-21	4019	57
PIMA	2020-06-22	4019	217
PIMA	2020-06-23	4019	502
PIMA	2020-06-24	4019	229
PIMA	2020-06-25	4019	228
PIMA	2020-06-26	4019	290
PIMA	2020-06-27	4019	250
PIMA	2020-06-28	4019	439
PIMA	2020-06-29	4019	43
PIMA	2020-06-30	4019	436
PIMA	2020-07-01	4019	383
PIMA	2020-07-02	4019	190
PIMA	2020-07-03	4019	447
PIMA	2020-07-04	4019	289
PIMA	2020-07-05	4019	308
PIMA	2020-07-06	4019	252
PIMA	2020-07-07	4019	311
PIMA	2020-07-08	4019	301
PIMA	2020-07-09	4019	350
PIMA	2020-07-10	4019	337
PIMA	2020-07-11	4019	271
PIMA	2020-07-12	4019	324
PIMA	2020-07-13	4019	89
PIMA	2020-07-14	4019	258
PIMA	2020-07-15	4019	292
PIMA	2020-07-16	4019	291
PIMA	2020-07-17	4019	361
PIMA	2020-07-18	4019	212
PIMA	2020-07-19	4019	179
PIMA	2020-07-20	4019	145
PIMA	2020-07-21	4019	254
PIMA	2020-07-22	4019	142
PIMA	2020-07-23	4019	153
PIMA	2020-07-24	4019	285
PIMA	2020-07-25	4019	372
PIMA	2020-07-26	4019	163
PIMA	2020-07-27	4019	146
PIMA	2020-07-28	4019	183
PIMA	2020-07-29	4019	309
PINAL	2020-03-06	4021	1
PINAL	2020-03-07	4021	2
PINAL	2020-03-08	4021	0
PINAL	2020-03-09	4021	0
PINAL	2020-03-10	4021	0
PINAL	2020-03-11	4021	2
PINAL	2020-03-12	4021	0
PINAL	2020-03-13	4021	0
PINAL	2020-03-14	4021	0
PINAL	2020-03-15	4021	0
PINAL	2020-03-16	4021	0
PINAL	2020-03-17	4021	0
PINAL	2020-03-18	4021	3
PINAL	2020-03-19	4021	2
PINAL	2020-03-20	4021	0
PINAL	2020-03-21	4021	4
PINAL	2020-03-22	4021	2
PINAL	2020-03-23	4021	1
PINAL	2020-03-24	4021	5
PINAL	2020-03-25	4021	1
PINAL	2020-03-26	4021	12
PINAL	2020-03-27	4021	1
PINAL	2020-03-28	4021	5
PINAL	2020-03-29	4021	10
PINAL	2020-03-30	4021	13
PINAL	2020-03-31	4021	-2
PINAL	2020-04-01	4021	3
PINAL	2020-04-02	4021	4
PINAL	2020-04-03	4021	8
PINAL	2020-04-04	4021	12
PINAL	2020-04-05	4021	14
PINAL	2020-04-06	4021	4
PINAL	2020-04-07	4021	13
PINAL	2020-04-08	4021	4
PINAL	2020-04-09	4021	13
