state	date	fips	new.cases	abbr
LOUISIANA	2020-07-17	22	2179	LA
NEVADA	2020-07-17	32	1348	NV
ALABAMA	2020-07-17	1	2003	AL
SOUTH CAROLINA	2020-07-17	45	1977	SC
MISSISSIPPI	2020-07-17	28	1032	MS
IDAHO	2020-07-17	16	618	ID
TEXAS	2020-07-17	48	9738	TX
TENNESSEE	2020-07-17	47	2245	TN
GEORGIA	2020-07-17	13	3419	GA
KANSAS	2020-07-17	20	926	KS
CALIFORNIA	2020-07-17	6	10161	CA
DELAWARE	2020-07-17	10	223	DE
ARKANSAS	2020-07-17	5	648	AR
UTAH	2020-07-17	49	664	UT
NORTH CAROLINA	2020-07-17	37	1976	NC
OKLAHOMA	2020-07-17	40	699	OK
NORTH DAKOTA	2020-07-17	38	124	ND
IOWA	2020-07-17	19	489	IA
MISSOURI	2020-07-17	29	940	MO
NEW MEXICO	2020-07-17	35	318	NM
WISCONSIN	2020-07-17	55	882	WI
OHIO	2020-07-17	39	1679	OH
WASHINGTON	2020-07-17	53	958	WA
KENTUCKY	2020-07-17	21	545	KY
MINNESOTA	2020-07-17	27	666	MN
VIRGINIA	2020-07-17	51	1002	VA
MARYLAND	2020-07-17	24	704	MD
INDIANA	2020-07-17	18	747	IN
MONTANA	2020-07-17	30	118	MT
ILLINOIS	2020-07-17	17	1366	IL
SOUTH DAKOTA	2020-07-17	46	95	SD
COLORADO	2020-07-17	8	592	CO
NEBRASKA	2020-07-17	31	183	NE
PENNSYLVANIA	2020-07-17	42	1003	PA
MICHIGAN	2020-07-17	26	775	MI
RHODE ISLAND	2020-07-17	44	82	RI
WYOMING	2020-07-17	56	43	WY
OREGON	2020-07-17	41	301	OR
WEST VIRGINIA	2020-07-17	54	126	WV
ALASKA	2020-07-17	2	49	AK
DISTRICT OF COLUMBIA	2020-07-17	11	39	DC
MASSACHUSETTS	2020-07-17	25	298	MA
CONNECTICUT	2020-07-17	9	143	CN
NEW YORK	2020-07-17	36	778	NY
MAINE	2020-07-17	23	38	ME
NEW HAMPSHIRE	2020-07-17	33	26	NH
HAWAII	2020-07-17	15	22	HI
VERMONT	2020-07-17	50	9	VT
NEW JERSEY	2020-07-17	34	50	NJ
FLORIDA	2020-07-16	12	13965	FL
TEXAS	2020-07-16	48	15038	TX
LOUISIANA	2020-07-16	22	2280	LA
NEVADA	2020-07-16	32	1437	NV
ARIZONA	2020-07-16	4	3319	AZ
MISSISSIPPI	2020-07-16	28	1230	MS
ALABAMA	2020-07-16	1	2021	AL
IDAHO	2020-07-16	16	662	ID
SOUTH CAROLINA	2020-07-16	45	1838	SC
TENNESSEE	2020-07-16	47	2312	TN
IOWA	2020-07-16	19	878	IA
ARKANSAS	2020-07-16	5	817	AR
GEORGIA	2020-07-16	13	2701	GA
CALIFORNIA	2020-07-16	6	9264	CA
UTAH	2020-07-16	49	680	UT
NORTH CAROLINA	2020-07-16	37	2094	NC
WASHINGTON	2020-07-16	53	1264	WA
WISCONSIN	2020-07-16	55	952	WI
OKLAHOMA	2020-07-16	40	628	OK
NEW MEXICO	2020-07-16	35	297	NM
MISSOURI	2020-07-16	29	859	MO
NORTH DAKOTA	2020-07-16	38	103	ND
OHIO	2020-07-16	39	1290	OH
MARYLAND	2020-07-16	24	661	MD
MONTANA	2020-07-16	30	116	MT
MINNESOTA	2020-07-16	27	605	MN
INDIANA	2020-07-16	18	715	IN
VIRGINIA	2020-07-16	51	904	VA
KENTUCKY	2020-07-16	21	469	KY
ALASKA	2020-07-16	2	76	AK
NEBRASKA	2020-07-16	31	199	NE
COLORADO	2020-07-16	8	577	CO
OREGON	2020-07-16	41	412	OR
ILLINOIS	2020-07-16	17	1225	IL
MICHIGAN	2020-07-16	26	896	MI
DISTRICT OF COLUMBIA	2020-07-16	11	50	DC
WYOMING	2020-07-16	56	41	WY
RHODE ISLAND	2020-07-16	44	71	RI
DELAWARE	2020-07-16	10	64	DE
PENNSYLVANIA	2020-07-16	42	808	PA
WEST VIRGINIA	2020-07-16	54	100	WV
SOUTH DAKOTA	2020-07-16	46	42	SD
KANSAS	2020-07-16	20	116	KS
NEW YORK	2020-07-16	36	767	NY
MASSACHUSETTS	2020-07-16	25	234	MA
CONNECTICUT	2020-07-16	9	114	CN
NEW JERSEY	2020-07-16	34	223	NJ
NEW HAMPSHIRE	2020-07-16	33	26	NH
MAINE	2020-07-16	23	20	ME
HAWAII	2020-07-16	15	19	HI
VERMONT	2020-07-16	50	7	VT
FLORIDA	2020-07-15	12	10181	FL
ARIZONA	2020-07-15	4	3285	AZ
LOUISIANA	2020-07-15	22	2091	LA
TEXAS	2020-07-15	48	11840	TX
ALABAMA	2020-07-15	1	1812	AL
SOUTH CAROLINA	2020-07-15	45	1856	SC
IDAHO	2020-07-15	16	637	ID
MISSISSIPPI	2020-07-15	28	1025	MS
GEORGIA	2020-07-15	13	3568	GA
TENNESSEE	2020-07-15	47	2103	TN
NEVADA	2020-07-15	32	918	NV
KANSAS	2020-07-15	20	810	KS
OKLAHOMA	2020-07-15	40	1075	OK
CALIFORNIA	2020-07-15	6	8904	CA
IOWA	2020-07-15	19	594	IA
ARKANSAS	2020-07-15	5	564	AR
NORTH CAROLINA	2020-07-15	37	1812	NC
NEW MEXICO	2020-07-15	35	327	NM
WISCONSIN	2020-07-15	55	893	WI
MISSOURI	2020-07-15	29	920	MO
UTAH	2020-07-15	49	454	UT
NEBRASKA	2020-07-15	31	262	NE
VIRGINIA	2020-07-15	51	1084	VA
MARYLAND	2020-07-15	24	740	MD
DISTRICT OF COLUMBIA	2020-07-15	11	80	DC
OHIO	2020-07-15	39	1316	OH
ILLINOIS	2020-07-15	17	1396	IL
MONTANA	2020-07-15	30	111	MT
MICHIGAN	2020-07-15	26	1036	MI
INDIANA	2020-07-15	18	697	IN
MINNESOTA	2020-07-15	27	574	MN
KENTUCKY	2020-07-15	21	446	KY
WASHINGTON	2020-07-15	53	747	WA
NORTH DAKOTA	2020-07-15	38	72	ND
SOUTH DAKOTA	2020-07-15	46	80	SD
WEST VIRGINIA	2020-07-15	54	150	WV
ALASKA	2020-07-15	2	61	AK
DELAWARE	2020-07-15	10	81	DE
COLORADO	2020-07-15	8	479	CO
PENNSYLVANIA	2020-07-15	42	1001	PA
OREGON	2020-07-15	41	295	OR
WYOMING	2020-07-15	56	34	WY
RHODE ISLAND	2020-07-15	44	52	RI
NEW JERSEY	2020-07-15	34	390	NJ
NEW YORK	2020-07-15	36	834	NY
MASSACHUSETTS	2020-07-15	25	217	MA
CONNECTICUT	2020-07-15	9	106	CN
VERMONT	2020-07-15	50	13	VT
HAWAII	2020-07-15	15	28	HI
NEW HAMPSHIRE	2020-07-15	33	22	NH
MAINE	2020-07-15	23	12	ME
ARIZONA	2020-07-14	4	4209	AZ
LOUISIANA	2020-07-14	22	2215	LA
SOUTH CAROLINA	2020-07-14	45	2221	SC
FLORIDA	2020-07-14	12	9194	FL
TEXAS	2020-07-14	48	10906	TX
ALABAMA	2020-07-14	1	1710	AL
NEVADA	2020-07-14	32	1072	NV
MISSISSIPPI	2020-07-14	28	862	MS
TENNESSEE	2020-07-14	47	1797	TN
ARKANSAS	2020-07-14	5	794	AR
CALIFORNIA	2020-07-14	6	10387	CA
OKLAHOMA	2020-07-14	40	993	OK
GEORGIA	2020-07-14	13	2642	GA
IDAHO	2020-07-14	16	431	ID
NORTH CAROLINA	2020-07-14	37	2113	NC
MISSOURI	2020-07-14	29	1036	MO
WISCONSIN	2020-07-14	55	913	WI
UTAH	2020-07-14	49	492	UT
NEBRASKA	2020-07-14	31	273	NE
KENTUCKY	2020-07-14	21	575	KY
MONTANA	2020-07-14	30	130	MT
MARYLAND	2020-07-14	24	712	MD
NEW MEXICO	2020-07-14	35	223	NM
INDIANA	2020-07-14	18	674	IN
IOWA	2020-07-14	19	311	IA
OHIO	2020-07-14	39	1142	OH
RHODE ISLAND	2020-07-14	44	101	RI
WASHINGTON	2020-07-14	53	719	WA
VIRGINIA	2020-07-14	51	801	VA
DELAWARE	2020-07-14	10	90	DE
WYOMING	2020-07-14	56	48	WY
COLORADO	2020-07-14	8	458	CO
PENNSYLVANIA	2020-07-14	42	982	PA
OREGON	2020-07-14	41	323	OR
ALASKA	2020-07-14	2	54	AK
MINNESOTA	2020-07-14	27	398	MN
MICHIGAN	2020-07-14	26	691	MI
NORTH DAKOTA	2020-07-14	38	51	ND
ILLINOIS	2020-07-14	17	767	IL
DISTRICT OF COLUMBIA	2020-07-14	11	40	DC
SOUTH DAKOTA	2020-07-14	46	48	SD
WEST VIRGINIA	2020-07-14	54	94	WV
NEW YORK	2020-07-14	36	913	NY
NEW JERSEY	2020-07-14	34	393	NJ
MASSACHUSETTS	2020-07-14	25	303	MA
KANSAS	2020-07-14	20	82	KS
NEW HAMPSHIRE	2020-07-14	33	23	NH
HAWAII	2020-07-14	15	21	HI
VERMONT	2020-07-14	50	4	VT
MAINE	2020-07-14	23	8	ME
CONNECTICUT	2020-07-14	9	20	CN
FLORIDA	2020-07-13	12	12624	FL
ALABAMA	2020-07-13	1	1958	AL
TENNESSEE	2020-07-13	47	2509	TN
LOUISIANA	2020-07-13	22	1705	LA
GEORGIA	2020-07-13	13	3548	GA
KANSAS	2020-07-13	20	970	KS
IDAHO	2020-07-13	16	560	ID
TEXAS	2020-07-13	48	8921	TX
SOUTH CAROLINA	2020-07-13	45	1520	SC
NEVADA	2020-07-13	32	852	NV
UTAH	2020-07-13	49	730	UT
CALIFORNIA	2020-07-13	6	8530	CA
ARIZONA	2020-07-13	4	1438	AZ
ARKANSAS	2020-07-13	5	572	AR
WASHINGTON	2020-07-13	53	1357	WA
NORTH CAROLINA	2020-07-13	37	1826	NC
RHODE ISLAND	2020-07-13	44	175	RI
NORTH DAKOTA	2020-07-13	38	108	ND
MONTANA	2020-07-13	30	150	MT
MISSISSIPPI	2020-07-13	28	393	MS
OKLAHOMA	2020-07-13	40	510	OK
NEW MEXICO	2020-07-13	35	263	NM
WISCONSIN	2020-07-13	55	702	WI
NEBRASKA	2020-07-13	31	230	NE
VIRGINIA	2020-07-13	51	972	VA
OHIO	2020-07-13	39	1261	OH
MISSOURI	2020-07-13	29	608	MO
ALASKA	2020-07-13	2	71	AK
MINNESOTA	2020-07-13	27	491	MN
DISTRICT OF COLUMBIA	2020-07-13	11	59	DC
KENTUCKY	2020-07-13	21	365	KY
OREGON	2020-07-13	41	341	OR
DELAWARE	2020-07-13	10	75	DE
ILLINOIS	2020-07-13	17	933	IL
WYOMING	2020-07-13	56	41	WY
IOWA	2020-07-13	19	221	IA
MARYLAND	2020-07-13	24	419	MD
INDIANA	2020-07-13	18	435	IN
COLORADO	2020-07-13	8	370	CO
CONNECTICUT	2020-07-13	9	223	CN
PENNSYLVANIA	2020-07-13	42	584	PA
MICHIGAN	2020-07-13	26	418	MI
WEST VIRGINIA	2020-07-13	54	69	WV
MASSACHUSETTS	2020-07-13	25	230	MA
NEW YORK	2020-07-13	36	559	NY
SOUTH DAKOTA	2020-07-13	46	25	SD
NEW JERSEY	2020-07-13	34	224	NJ
HAWAII	2020-07-13	15	21	HI
MAINE	2020-07-13	23	19	ME
NEW HAMPSHIRE	2020-07-13	33	14	NH
VERMONT	2020-07-13	50	5	VT
FLORIDA	2020-07-12	12	15300	FL
SOUTH CAROLINA	2020-07-12	45	1949	SC
ARIZONA	2020-07-12	4	2488	AZ
ALABAMA	2020-07-12	1	1640	AL
MISSISSIPPI	2020-07-12	28	868	MS
LOUISIANA	2020-07-12	22	1319	LA
NEVADA	2020-07-12	32	833	NV
IOWA	2020-07-12	19	715	IA
TEXAS	2020-07-12	48	6531	TX
IDAHO	2020-07-12	16	387	ID
CALIFORNIA	2020-07-12	6	7646	CA
NORTH CAROLINA	2020-07-12	37	1837	NC
GEORGIA	2020-07-12	13	1815	GA
ARKANSAS	2020-07-12	5	503	AR
TENNESSEE	2020-07-12	47	1125	TN
ALASKA	2020-07-12	2	116	AK
UTAH	2020-07-12	49	481	UT
WISCONSIN	2020-07-12	55	806	WI
MINNESOTA	2020-07-12	27	710	MN
NEW MEXICO	2020-07-12	35	255	NM
NORTH DAKOTA	2020-07-12	38	91	ND
OHIO	2020-07-12	39	1378	OH
OKLAHOMA	2020-07-12	40	456	OK
WASHINGTON	2020-07-12	53	855	WA
KANSAS	2020-07-12	20	312	KS
MARYLAND	2020-07-12	24	645	MD
VIRGINIA	2020-07-12	51	888	VA
NEBRASKA	2020-07-12	31	179	NE
MISSOURI	2020-07-12	29	524	MO
INDIANA	2020-07-12	18	534	IN
MONTANA	2020-07-12	30	81	MT
OREGON	2020-07-12	41	319	OR
DISTRICT OF COLUMBIA	2020-07-12	11	46	DC
ILLINOIS	2020-07-12	17	825	IL
DELAWARE	2020-07-12	10	61	DE
WEST VIRGINIA	2020-07-12	54	98	WV
COLORADO	2020-07-12	8	300	CO
KENTUCKY	2020-07-12	21	232	KY
SOUTH DAKOTA	2020-07-12	46	45	SD
MICHIGAN	2020-07-12	26	437	MI
PENNSYLVANIA	2020-07-12	42	542	PA
WYOMING	2020-07-12	56	23	WY
NEW JERSEY	2020-07-12	34	339	NJ
NEW YORK	2020-07-12	36	679	NY
MASSACHUSETTS	2020-07-12	25	199	MA
NEW HAMPSHIRE	2020-07-12	33	30	NH
VERMONT	2020-07-12	50	13	VT
MAINE	2020-07-12	23	19	ME
HAWAII	2020-07-12	15	20	HI
CONNECTICUT	2020-07-12	9	0	CN
RHODE ISLAND	2020-07-12	44	0	RI
FLORIDA	2020-07-11	12	10360	FL
LOUISIANA	2020-07-11	22	2167	LA
SOUTH CAROLINA	2020-07-11	45	2280	SC
ARIZONA	2020-07-11	4	3044	AZ
ARKANSAS	2020-07-11	5	1061	AR
NEVADA	2020-07-11	32	951	NV
ALABAMA	2020-07-11	1	1439	AL
TEXAS	2020-07-11	48	8332	TX
IDAHO	2020-07-11	16	511	ID
GEORGIA	2020-07-11	13	2977	GA
MISSISSIPPI	2020-07-11	28	797	MS
TENNESSEE	2020-07-11	47	1757	TN
NORTH CAROLINA	2020-07-11	37	2266	NC
CALIFORNIA	2020-07-11	6	8525	CA
UTAH	2020-07-11	49	619	UT
OKLAHOMA	2020-07-11	40	687	OK
IOWA	2020-07-11	19	463	IA
MINNESOTA	2020-07-11	27	804	MN
INDIANA	2020-07-11	18	791	IN
WISCONSIN	2020-07-11	55	681	WI
NORTH DAKOTA	2020-07-11	38	89	ND
OHIO	2020-07-11	39	1358	OH
NEW MEXICO	2020-07-11	35	224	NM
ALASKA	2020-07-11	2	77	AK
NEBRASKA	2020-07-11	31	201	NE
KENTUCKY	2020-07-11	21	454	KY
VIRGINIA	2020-07-11	51	851	VA
MISSOURI	2020-07-11	29	589	MO
DELAWARE	2020-07-11	10	91	DE
MARYLAND	2020-07-11	24	557	MD
WEST VIRGINIA	2020-07-11	54	163	WV
ILLINOIS	2020-07-11	17	1124	IL
WYOMING	2020-07-11	56	49	WY
OREGON	2020-07-11	41	350	OR
DISTRICT OF COLUMBIA	2020-07-11	11	58	DC
MONTANA	2020-07-11	30	84	MT
COLORADO	2020-07-11	8	423	CO
KANSAS	2020-07-11	20	184	KS
MICHIGAN	2020-07-11	26	628	MI
SOUTH DAKOTA	2020-07-11	46	53	SD
PENNSYLVANIA	2020-07-11	42	678	PA
MASSACHUSETTS	2020-07-11	25	288	MA
NEW YORK	2020-07-11	36	727	NY
NEW JERSEY	2020-07-11	34	331	NJ
WASHINGTON	2020-07-11	53	236	WA
HAWAII	2020-07-11	15	42	HI
NEW HAMPSHIRE	2020-07-11	33	33	NH
MAINE	2020-07-11	23	21	ME
VERMONT	2020-07-11	50	6	VT
CONNECTICUT	2020-07-11	9	0	CN
RHODE ISLAND	2020-07-11	44	0	RI
ARIZONA	2020-07-10	4	4164	AZ
LOUISIANA	2020-07-10	22	2642	LA
FLORIDA	2020-07-10	12	11433	FL
GEORGIA	2020-07-10	13	4904	GA
MISSISSIPPI	2020-07-10	28	1031	MS
TEXAS	2020-07-10	48	9923	TX
SOUTH CAROLINA	2020-07-10	45	1728	SC
NEVADA	2020-07-10	32	906	NV
IOWA	2020-07-10	19	916	IA
ALABAMA	2020-07-10	1	1334	AL
IDAHO	2020-07-10	16	475	ID
KANSAS	2020-07-10	20	768	KS
UTAH	2020-07-10	49	820	UT
ARKANSAS	2020-07-10	5	751	AR
TENNESSEE	2020-07-10	47	1693	TN
NORTH CAROLINA	2020-07-10	37	2173	NC
CALIFORNIA	2020-07-10	6	7989	CA
WISCONSIN	2020-07-10	55	1056	WI
OKLAHOMA	2020-07-10	40	596	OK
NEW MEXICO	2020-07-10	35	298	NM
OHIO	2020-07-10	39	1525	OH
DELAWARE	2020-07-10	10	121	DE
MISSOURI	2020-07-10	29	759	MO
MONTANA	2020-07-10	30	127	MT
KENTUCKY	2020-07-10	21	500	KY
VIRGINIA	2020-07-10	51	943	VA
NORTH DAKOTA	2020-07-10	38	84	ND
INDIANA	2020-07-10	18	738	IN
MINNESOTA	2020-07-10	27	604	MN
COLORADO	2020-07-10	8	606	CO
ILLINOIS	2020-07-10	17	1218	IL
WASHINGTON	2020-07-10	53	721	WA
NEBRASKA	2020-07-10	31	176	NE
DISTRICT OF COLUMBIA	2020-07-10	11	64	DC
WEST VIRGINIA	2020-07-10	54	157	WV
ALASKA	2020-07-10	2	58	AK
MARYLAND	2020-07-10	24	466	MD
SOUTH DAKOTA	2020-07-10	46	65	SD
PENNSYLVANIA	2020-07-10	42	940	PA
RHODE ISLAND	2020-07-10	44	69	RI
MICHIGAN	2020-07-10	26	624	MI
OREGON	2020-07-10	41	254	OR
NEW YORK	2020-07-10	36	790	NY
NEW JERSEY	2020-07-10	34	358	NJ
MASSACHUSETTS	2020-07-10	25	213	MA
WYOMING	2020-07-10	56	16	WY
CONNECTICUT	2020-07-10	9	78	CN
HAWAII	2020-07-10	15	27	HI
NEW HAMPSHIRE	2020-07-10	33	18	NH
MAINE	2020-07-10	23	13	ME
VERMONT	2020-07-10	50	5	VT
ARIZONA	2020-07-09	4	4073	AZ
ALABAMA	2020-07-09	1	2212	AL
FLORIDA	2020-07-09	12	8935	FL
LOUISIANA	2020-07-09	22	1843	LA
TEXAS	2020-07-09	48	10909	TX
SOUTH CAROLINA	2020-07-09	45	1782	SC
IDAHO	2020-07-09	16	594	ID
ARKANSAS	2020-07-09	5	806	AR
TENNESSEE	2020-07-09	47	1775	TN
MISSISSIPPI	2020-07-09	28	703	MS
UTAH	2020-07-09	49	711	UT
NEVADA	2020-07-09	32	677	NV
GEORGIA	2020-07-09	13	2155	GA
IOWA	2020-07-09	19	600	IA
CALIFORNIA	2020-07-09	6	7212	CA
NORTH CAROLINA	2020-07-09	37	1913	NC
MISSOURI	2020-07-09	29	958	MO
OKLAHOMA	2020-07-09	40	603	OK
WISCONSIN	2020-07-09	55	832	WI
NORTH DAKOTA	2020-07-09	38	99	ND
NEBRASKA	2020-07-09	31	221	NE
NEW MEXICO	2020-07-09	35	234	NM
SOUTH DAKOTA	2020-07-09	46	94	SD
MINNESOTA	2020-07-09	27	574	MN
OHIO	2020-07-09	39	1150	OH
MARYLAND	2020-07-09	24	582	MD
WASHINGTON	2020-07-09	53	708	WA
ILLINOIS	2020-07-09	17	1133	IL
OREGON	2020-07-09	41	375	OR
MONTANA	2020-07-09	30	95	MT
KENTUCKY	2020-07-09	21	372	KY
INDIANA	2020-07-09	18	520	IN
KANSAS	2020-07-09	20	224	KS
COLORADO	2020-07-09	8	419	CO
VIRGINIA	2020-07-09	51	613	VA
DELAWARE	2020-07-09	10	69	DE
ALASKA	2020-07-09	2	49	AK
WEST VIRGINIA	2020-07-09	54	119	WV
PENNSYLVANIA	2020-07-09	42	817	PA
MICHIGAN	2020-07-09	26	587	MI
WYOMING	2020-07-09	56	34	WY
DISTRICT OF COLUMBIA	2020-07-09	11	37	DC
MASSACHUSETTS	2020-07-09	25	295	MA
RHODE ISLAND	2020-07-09	44	39	RI
NEW YORK	2020-07-09	36	588	NY
CONNECTICUT	2020-07-09	9	101	CN
NEW JERSEY	2020-07-09	34	231	NJ
VERMONT	2020-07-09	50	16	VT
HAWAII	2020-07-09	15	36	HI
MAINE	2020-07-09	23	26	ME
NEW HAMPSHIRE	2020-07-09	33	21	NH
ARIZONA	2020-07-08	4	3551	AZ
FLORIDA	2020-07-08	12	9989	FL
LOUISIANA	2020-07-08	22	1888	LA
TEXAS	2020-07-08	48	9952	TX
TENNESSEE	2020-07-08	47	2113	TN
SOUTH CAROLINA	2020-07-08	45	1557	SC
GEORGIA	2020-07-08	13	2831	GA
ARKANSAS	2020-07-08	5	734	AR
ALABAMA	2020-07-08	1	1177	AL
IDAHO	2020-07-08	16	422	ID
MISSISSIPPI	2020-07-08	28	674	MS
UTAH	2020-07-08	49	718	UT
KANSAS	2020-07-08	20	650	KS
CALIFORNIA	2020-07-08	6	8538	CA
IOWA	2020-07-08	19	563	IA
NEVADA	2020-07-08	32	530	NV
OKLAHOMA	2020-07-08	40	673	OK
NORTH CAROLINA	2020-07-08	37	1477	NC
NEW MEXICO	2020-07-08	35	290	NM
MISSOURI	2020-07-08	29	777	MO
NEBRASKA	2020-07-08	31	232	NE
WISCONSIN	2020-07-08	55	692	WI
WEST VIRGINIA	2020-07-08	54	202	WV
OHIO	2020-07-08	39	1277	OH
DISTRICT OF COLUMBIA	2020-07-08	11	73	DC
NORTH DAKOTA	2020-07-08	38	72	ND
SOUTH DAKOTA	2020-07-08	46	79	SD
KENTUCKY	2020-07-08	21	384	KY
COLORADO	2020-07-08	8	468	CO
MINNESOTA	2020-07-08	27	457	MN
WASHINGTON	2020-07-08	53	598	WA
MARYLAND	2020-07-08	24	469	MD
ILLINOIS	2020-07-08	17	945	IL
VIRGINIA	2020-07-08	51	635	VA
ALASKA	2020-07-08	2	49	AK
INDIANA	2020-07-08	18	450	IN
MICHIGAN	2020-07-08	26	649	MI
PENNSYLVANIA	2020-07-08	42	831	PA
OREGON	2020-07-08	41	218	OR
WYOMING	2020-07-08	56	29	WY
DELAWARE	2020-07-08	10	48	DE
RHODE ISLAND	2020-07-08	44	50	RI
MONTANA	2020-07-08	30	44	MT
MASSACHUSETTS	2020-07-08	25	264	MA
NEW YORK	2020-07-08	36	691	NY
NEW JERSEY	2020-07-08	34	252	NJ
CONNECTICUT	2020-07-08	9	75	CN
HAWAII	2020-07-08	15	23	HI
MAINE	2020-07-08	23	20	ME
NEW HAMPSHIRE	2020-07-08	33	20	NH
VERMONT	2020-07-08	50	2	VT
ARIZONA	2020-07-07	4	3617	AZ
LOUISIANA	2020-07-07	22	1936	LA
FLORIDA	2020-07-07	12	7347	FL
TEXAS	2020-07-07	48	9814	TX
MISSISSIPPI	2020-07-07	28	957	MS
NEVADA	2020-07-07	32	918	NV
GEORGIA	2020-07-07	13	2692	GA
CALIFORNIA	2020-07-07	6	9897	CA
OKLAHOMA	2020-07-07	40	858	OK
IDAHO	2020-07-07	16	360	ID
SOUTH CAROLINA	2020-07-07	45	972	SC
ALABAMA	2020-07-07	1	907	AL
UTAH	2020-07-07	49	550	UT
TENNESSEE	2020-07-07	47	1134	TN
RHODE ISLAND	2020-07-07	44	163	RI
NORTH CAROLINA	2020-07-07	37	1328	NC
DELAWARE	2020-07-07	10	121	DE
IOWA	2020-07-07	19	389	IA
MISSOURI	2020-07-07	29	716	MO
NEW MEXICO	2020-07-07	35	220	NM
MINNESOTA	2020-07-07	27	564	MN
WISCONSIN	2020-07-07	55	516	WI
ARKANSAS	2020-07-07	5	259	AR
OHIO	2020-07-07	39	948	OH
MARYLAND	2020-07-07	24	489	MD
KENTUCKY	2020-07-07	21	356	KY
NEBRASKA	2020-07-07	31	153	NE
DISTRICT OF COLUMBIA	2020-07-07	11	54	DC
VIRGINIA	2020-07-07	51	638	VA
MONTANA	2020-07-07	30	78	MT
WASHINGTON	2020-07-07	53	546	WA
COLORADO	2020-07-07	8	401	CO
SOUTH DAKOTA	2020-07-07	46	58	SD
PENNSYLVANIA	2020-07-07	42	799	PA
WYOMING	2020-07-07	56	36	WY
MICHIGAN	2020-07-07	26	608	MI
NORTH DAKOTA	2020-07-07	38	45	ND
OREGON	2020-07-07	41	241	OR
ILLINOIS	2020-07-07	17	682	IL
INDIANA	2020-07-07	18	299	IN
WEST VIRGINIA	2020-07-07	54	63	WV
NEW YORK	2020-07-07	36	590	NY
ALASKA	2020-07-07	2	22	AK
NEW JERSEY	2020-07-07	34	267	NJ
MASSACHUSETTS	2020-07-07	25	201	MA
HAWAII	2020-07-07	15	41	HI
KANSAS	2020-07-07	20	75	KS
CONNECTICUT	2020-07-07	9	57	CN
NEW HAMPSHIRE	2020-07-07	33	18	NH
MAINE	2020-07-07	23	17	ME
VERMONT	2020-07-07	50	3	VT
ARIZONA	2020-07-06	4	3416	AZ
TEXAS	2020-07-06	48	9213	TX
SOUTH CAROLINA	2020-07-06	45	1533	SC
FLORIDA	2020-07-06	12	6336	FL
KANSAS	2020-07-06	20	793	KS
LOUISIANA	2020-07-06	22	1101	LA
IDAHO	2020-07-06	16	423	ID
UTAH	2020-07-06	49	648	UT
ALABAMA	2020-07-06	1	925	AL
NORTH CAROLINA	2020-07-06	37	1836	NC
DELAWARE	2020-07-06	10	165	DE
KENTUCKY	2020-07-06	21	752	KY
TENNESSEE	2020-07-06	47	1144	TN
CALIFORNIA	2020-07-06	6	6282	CA
ARKANSAS	2020-07-06	5	439	AR
GEORGIA	2020-07-06	13	1526	GA
WASHINGTON	2020-07-06	53	1049	WA
NEVADA	2020-07-06	32	412	NV
MISSISSIPPI	2020-07-06	28	357	MS
NEW MEXICO	2020-07-06	35	251	NM
OKLAHOMA	2020-07-06	40	434	OK
WISCONSIN	2020-07-06	55	568	WI
MARYLAND	2020-07-06	24	540	MD
MISSOURI	2020-07-06	29	516	MO
MINNESOTA	2020-07-06	27	433	MN
CONNECTICUT	2020-07-06	9	259	CN
WYOMING	2020-07-06	56	41	WY
OHIO	2020-07-06	39	805	OH
PENNSYLVANIA	2020-07-06	42	784	PA
WEST VIRGINIA	2020-07-06	54	107	WV
NEBRASKA	2020-07-06	31	115	NE
ILLINOIS	2020-07-06	17	698	IL
INDIANA	2020-07-06	18	357	IN
IOWA	2020-07-06	19	152	IA
SOUTH DAKOTA	2020-07-06	46	42	SD
DISTRICT OF COLUMBIA	2020-07-06	11	33	DC
NORTH DAKOTA	2020-07-06	38	33	ND
OREGON	2020-07-06	41	176	OR
VIRGINIA	2020-07-06	51	354	VA
ALASKA	2020-07-06	2	30	AK
MICHIGAN	2020-07-06	26	376	MI
COLORADO	2020-07-06	8	216	CO
MONTANA	2020-07-06	30	37	MT
NEW YORK	2020-07-06	36	516	NY
MASSACHUSETTS	2020-07-06	25	163	MA
NEW JERSEY	2020-07-06	34	209	NJ
NEW HAMPSHIRE	2020-07-06	33	17	NH
MAINE	2020-07-06	23	8	ME
HAWAII	2020-07-06	15	7	HI
VERMONT	2020-07-06	50	2	VT
RHODE ISLAND	2020-07-06	44	0	RI
ARIZONA	2020-07-05	4	3510	AZ
FLORIDA	2020-07-05	12	10059	FL
LOUISIANA	2020-07-05	22	1937	LA
SOUTH CAROLINA	2020-07-05	45	1461	SC
NEVADA	2020-07-05	32	847	NV
ALABAMA	2020-07-05	1	1091	AL
IDAHO	2020-07-05	16	368	ID
ARKANSAS	2020-07-05	5	605	AR
GEORGIA	2020-07-05	13	1897	GA
TENNESSEE	2020-07-05	47	1133	TN
CALIFORNIA	2020-07-05	6	6411	CA
TEXAS	2020-07-05	48	4430	TX
IOWA	2020-07-05	19	445	IA
DELAWARE	2020-07-05	10	132	DE
NORTH CAROLINA	2020-07-05	37	1360	NC
NEW MEXICO	2020-07-05	35	193	NM
MINNESOTA	2020-07-05	27	512	MN
